"Order ID","Customer ID","Customer Name",Segment,"Product ID","Product Name",Category,Sub-Category,Quantity,Sales,Discount,Profit,"Order Date","Ship Date","Ship Mode",Region,Country,City,State
CA-2017-131282,CB-12025,"Cassandra Brandow",Consumer,OFF-BI-10004632,"Ibico Hi-Tech Manual Binding System","Office Supplies",Binders,4,243.992,0.8,-426.986,2017-02-05,2017-02-08,"Second Class",Central,"United States",Waco,Texas
CA-2017-154760,BP-11290,"Beth Paige",Consumer,OFF-BI-10004632,"Ibico Hi-Tech Manual Binding System","Office Supplies",Binders,3,274.491,0.7,-228.7425,2017-01-09,2017-01-13,"Standard Class",East,"United States",Philadelphia,Pennsylvania
US-2014-157021,KM-16720,"Kunst Miller",Consumer,OFF-LA-10002312,"Avery 490","Office Supplies",Labels,2,29.6,0,14.8,2014-04-01,2014-04-06,"Second Class",West,"United States",Vallejo,California
CA-2015-119291,JO-15550,"Jesus Ocampo","Home Office",OFF-LA-10002312,"Avery 490","Office Supplies",Labels,4,47.36,0.2,17.76,2015-05-14,2015-05-17,"First Class",East,"United States",Chester,Pennsylvania
CA-2016-143441,EB-14170,"Evan Bailliet",Consumer,OFF-LA-10002312,"Avery 490","Office Supplies",Labels,1,11.84,0.2,4.44,2016-11-05,2016-11-05,"Same Day",Central,"United States",Laredo,Texas
CA-2017-169691,Dp-13240,"Dean percer","Home Office",OFF-LA-10002312,"Avery 490","Office Supplies",Labels,3,44.4,0,22.2,2017-06-15,2017-06-18,"First Class",Central,"United States","Maple Grove",Minnesota
CA-2014-133424,Dl-13600,"Dorris liebe",Corporate,OFF-LA-10002312,"Avery 490","Office Supplies",Labels,3,44.4,0,22.2,2014-03-30,2014-04-04,"Standard Class",West,"United States",Seattle,Washington
CA-2014-132962,JM-15535,"Jessica Myrick",Consumer,OFF-PA-10003543,"Xerox 1985","Office Supplies",Paper,3,15.552,0.2,5.4432,2014-09-13,2014-09-16,"First Class",East,"United States",Philadelphia,Pennsylvania
US-2014-157406,DA-13450,"Dianna Arnett","Home Office",OFF-PA-10003543,"Xerox 1985","Office Supplies",Paper,2,10.368,0.2,3.6288,2014-04-25,2014-04-29,"Standard Class",Central,"United States",Houston,Texas
CA-2015-126697,SV-20815,"Stuart Van",Corporate,TEC-AC-10004353,"Hypercom P1300 Pinpad",Technology,Accessories,3,151.2,0.2,32.13,2015-09-21,2015-09-24,"First Class",Central,"United States",Houston,Texas
CA-2014-111157,NH-18610,"Nicole Hansen",Corporate,TEC-AC-10004353,"Hypercom P1300 Pinpad",Technology,Accessories,3,151.2,0.2,32.13,2014-03-02,2014-03-06,"Standard Class",East,"United States",Philadelphia,Pennsylvania
CA-2017-167626,MY-18295,"Muhammed Yedwab",Corporate,TEC-AC-10004353,"Hypercom P1300 Pinpad",Technology,Accessories,2,100.8,0.2,21.42,2017-09-03,2017-09-07,"Standard Class",Central,"United States",Chicago,Illinois
CA-2017-155152,MP-17965,"Michael Paige",Corporate,TEC-AC-10004353,"Hypercom P1300 Pinpad",Technology,Accessories,4,252,0,93.24,2017-07-07,2017-07-09,"Second Class",East,"United States",Warwick,"Rhode Island"
CA-2016-109827,LW-16825,"Laurel Workman",Corporate,TEC-AC-10004353,"Hypercom P1300 Pinpad",Technology,Accessories,2,100.8,0.2,21.42,2016-12-25,2017-01-01,"Standard Class",West,"United States",Phoenix,Arizona
CA-2014-132962,JM-15535,"Jessica Myrick",Consumer,TEC-AC-10004353,"Hypercom P1300 Pinpad",Technology,Accessories,5,252,0.2,53.55,2014-09-13,2014-09-16,"First Class",East,"United States",Philadelphia,Pennsylvania
CA-2015-137071,ED-13885,"Emily Ducich","Home Office",TEC-AC-10004353,"Hypercom P1300 Pinpad",Technology,Accessories,2,100.8,0.2,21.42,2015-12-20,2015-12-21,"First Class",Central,"United States",Houston,Texas
CA-2017-138779,RB-19570,"Rob Beeghly",Consumer,TEC-PH-10003655,"Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4",Technology,Phones,5,7.92,0.2,0.693,2017-01-14,2017-01-15,"First Class",South,"United States",Jacksonville,"North Carolina"
US-2014-143707,HR-14770,"Hallie Redmond","Home Office",TEC-PH-10003655,"Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4",Technology,Phones,3,5.94,0,1.6038,2014-03-01,2014-03-05,"Standard Class",East,"United States","New York City","New York"
CA-2016-112942,RD-19810,"Ross DeVincentis","Home Office",OFF-PA-10004092,"Tops Green Bar Computer Printout Paper","Office Supplies",Paper,3,146.82,0,73.41,2016-02-13,2016-02-18,"Standard Class",West,"United States","Los Angeles",California
CA-2014-102008,RA-19915,"Russell Applegate",Consumer,OFF-PA-10004092,"Tops Green Bar Computer Printout Paper","Office Supplies",Paper,1,48.94,0,24.47,2014-09-30,2014-10-04,"Standard Class",East,"United States","New York City","New York"
US-2017-157896,CB-12415,"Christy Brittain",Consumer,OFF-PA-10004092,"Tops Green Bar Computer Printout Paper","Office Supplies",Paper,3,146.82,0,73.41,2017-11-16,2017-11-16,"Same Day",East,"United States","New York City","New York"
CA-2016-167416,JM-15580,"Jill Matthias",Consumer,OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6" x 9"""","Office Supplies",Envelopes,5,54.9,0,26.901,2016-05-12,2016-05-17,"Standard Class",West,"United States",Seattle,Washington
CA-2017-144113,JF-15355,"Jay Fein",Consumer,OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6" x 9"""","Office Supplies",Envelopes,2,17.568,0.2,6.3684,2017-09-16,2017-09-20,"Standard Class",Central,"United States",Austin,Texas
CA-2017-132738,HM-14860,"Harry Marie",Corporate,OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6" x 9"""","Office Supplies",Envelopes,1,8.784,0.2,3.1842,2017-08-04,2017-08-07,"First Class",West,"United States",Loveland,Colorado
CA-2017-140760,DO-13435,"Denny Ordway",Consumer,OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6" x 9"""","Office Supplies",Envelopes,5,43.92,0.2,15.921,2017-06-02,2017-06-05,"Second Class",West,"United States",Mesa,Arizona
CA-2017-162565,RR-19315,"Ralph Ritter",Consumer,FUR-CH-10003973,"GuestStacker Chair with Chrome Finish Legs",Furniture,Chairs,2,520.464,0.3,-14.8704,2017-12-11,2017-12-11,"Same Day",Central,"United States",Aurora,Illinois
CA-2017-148411,RO-19780,"Rose O'Brian",Consumer,FUR-CH-10003973,"GuestStacker Chair with Chrome Finish Legs",Furniture,Chairs,2,520.464,0.3,-14.8704,2017-09-24,2017-09-26,"First Class",Central,"United States",Chicago,Illinois
CA-2015-111038,LC-16960,"Lindsay Castell","Home Office",FUR-CH-10003973,"GuestStacker Chair with Chrome Finish Legs",Furniture,Chairs,9,2676.672,0.2,267.6672,2015-12-01,2015-12-06,"Standard Class",West,"United States","San Diego",California
CA-2017-121853,DB-13660,"Duane Benoit",Consumer,FUR-CH-10003973,"GuestStacker Chair with Chrome Finish Legs",Furniture,Chairs,2,594.816,0.2,59.4816,2017-09-23,2017-09-29,"Standard Class",West,"United States","Los Angeles",California
CA-2014-125731,CL-12565,"Clay Ludtke",Consumer,FUR-CH-10003973,"GuestStacker Chair with Chrome Finish Legs",Furniture,Chairs,5,1487.04,0.2,148.704,2014-09-10,2014-09-16,"Standard Class",West,"United States",Gresham,Oregon
CA-2015-161452,CA-11965,"Carol Adams",Corporate,FUR-CH-10003973,"GuestStacker Chair with Chrome Finish Legs",Furniture,Chairs,3,892.224,0.2,89.2224,2015-04-05,2015-04-11,"Standard Class",West,"United States","Los Angeles",California
CA-2017-117212,BT-11530,"Bradley Talbott","Home Office",FUR-CH-10003973,"GuestStacker Chair with Chrome Finish Legs",Furniture,Chairs,3,892.224,0.2,89.2224,2017-02-26,2017-02-28,"Second Class",West,"United States","Los Angeles",California
CA-2014-166954,BT-11305,"Beth Thompson","Home Office",FUR-CH-10003973,"GuestStacker Chair with Chrome Finish Legs",Furniture,Chairs,5,1487.04,0.2,148.704,2014-04-25,2014-04-30,"Standard Class",West,"United States","San Gabriel",California
CA-2017-144680,SC-20260,"Scott Cohen",Corporate,OFF-AP-10003040,"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","Office Supplies",Appliances,5,33.62,0.8,-90.774,2017-03-31,2017-04-02,"First Class",Central,"United States",Arlington,Texas
CA-2015-148250,RP-19270,"Rachel Payne",Corporate,OFF-AP-10003040,"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","Office Supplies",Appliances,4,134.48,0,34.9648,2015-12-13,2015-12-17,"Standard Class",West,"United States",Riverside,California
CA-2017-129021,PO-18850,"Patrick O'Brill",Consumer,OFF-AP-10003040,"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","Office Supplies",Appliances,6,161.376,0.2,12.1032,2017-08-23,2017-08-26,"Second Class",South,"United States",Tallahassee,Florida
CA-2017-162015,KB-16240,"Karen Bern",Corporate,OFF-AP-10003040,"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","Office Supplies",Appliances,5,168.1,0,43.706,2017-07-11,2017-07-18,"Standard Class",West,"United States","Los Angeles",California
US-2017-115609,CS-12505,"Cindy Stewart",Consumer,OFF-AP-10003040,"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","Office Supplies",Appliances,5,168.1,0,43.706,2017-11-02,2017-11-07,"Standard Class",West,"United States","Los Angeles",California
CA-2014-167927,XP-21865,"Xylona Preis",Consumer,FUR-FU-10002268,"Ultra Door Push Plate",Furniture,Furnishings,3,14.73,0,4.8609,2014-01-20,2014-01-26,"Standard Class",Central,"United States",Westland,Michigan
CA-2015-141768,NP-18685,"Nora Pelletier","Home Office",FUR-FU-10002268,"Ultra Door Push Plate",Furniture,Furnishings,3,14.73,0,4.8609,2015-05-25,2015-05-27,"Second Class",West,"United States","San Francisco",California
US-2015-130519,NG-18355,"Nat Gilpin",Corporate,FUR-FU-10002268,"Ultra Door Push Plate",Furniture,Furnishings,4,15.712,0.2,2.5532,2015-09-15,2015-09-15,"Same Day",South,"United States","Coral Springs",Florida
CA-2016-141887,MP-17470,"Mark Packer","Home Office",FUR-FU-10002268,"Ultra Door Push Plate",Furniture,Furnishings,14,54.992,0.2,8.9362,2016-01-11,2016-01-15,"Standard Class",East,"United States",Columbus,Ohio
CA-2017-148068,MM-18280,"Muhammed MacIntyre",Corporate,FUR-FU-10002268,"Ultra Door Push Plate",Furniture,Furnishings,2,9.82,0,3.2406,2017-09-18,2017-09-25,"Standard Class",East,"United States","New York City","New York"
CA-2014-100706,LE-16810,"Laurel Elliston",Consumer,FUR-FU-10002268,"Ultra Door Push Plate",Furniture,Furnishings,6,29.46,0,9.7218,2014-12-16,2014-12-18,"Second Class",South,"United States",Springfield,Virginia
CA-2017-126074,RF-19735,"Roland Fjeld",Consumer,OFF-BI-10003638,"GBC Durable Plastic Covers","Office Supplies",Binders,3,58.05,0,26.703,2017-10-02,2017-10-06,"Standard Class",Central,"United States",Trenton,Michigan
CA-2014-138023,KH-16510,"Keith Herrera",Consumer,OFF-BI-10003638,"GBC Durable Plastic Covers","Office Supplies",Binders,8,30.96,0.8,-52.632,2014-08-15,2014-08-18,"First Class",Central,"United States",Dallas,Texas
CA-2017-136651,JF-15355,"Jay Fein",Consumer,OFF-BI-10003638,"GBC Durable Plastic Covers","Office Supplies",Binders,6,92.88,0.2,30.186,2017-04-23,2017-04-25,"Second Class",West,"United States",Pasadena,California
CA-2015-100545,IM-15070,"Irene Maddox",Consumer,OFF-BI-10003638,"GBC Durable Plastic Covers","Office Supplies",Binders,2,11.61,0.7,-9.288,2015-11-22,2015-11-26,"Standard Class",East,"United States",Philadelphia,Pennsylvania
CA-2016-146010,EH-14125,"Eugene Hildebrand","Home Office",OFF-BI-10003638,"GBC Durable Plastic Covers","Office Supplies",Binders,7,40.635,0.7,-32.508,2016-05-20,2016-05-23,"First Class",West,"United States","Colorado Springs",Colorado
CA-2017-128076,BO-11350,"Bill Overfelt",Corporate,OFF-BI-10003638,"GBC Durable Plastic Covers","Office Supplies",Binders,2,30.96,0.2,10.062,2017-02-02,2017-02-07,"Standard Class",West,"United States","San Diego",California
CA-2016-152646,TH-21235,"Tiffany House",Corporate,OFF-PA-10004451,"Xerox 222","Office Supplies",Paper,5,32.4,0,15.552,2016-11-21,2016-11-26,"Standard Class",West,"United States","Los Angeles",California
CA-2017-143455,ML-17755,"Max Ludwig","Home Office",OFF-PA-10004451,"Xerox 222","Office Supplies",Paper,2,10.368,0.2,3.6288,2017-11-11,2017-11-18,"Standard Class",East,"United States",Springfield,Ohio
US-2017-150847,JF-15490,"Jeremy Farry",Consumer,OFF-PA-10004451,"Xerox 222","Office Supplies",Paper,2,10.368,0.2,3.6288,2017-04-30,2017-05-06,"Standard Class",East,"United States",Columbus,Ohio
CA-2017-156951,EB-13840,"Ellis Ballard",Corporate,OFF-PA-10004451,"Xerox 222","Office Supplies",Paper,3,19.44,0,9.3312,2017-10-01,2017-10-08,"Standard Class",West,"United States",Seattle,Washington
CA-2015-139962,Dp-13240,"Dean percer","Home Office",OFF-PA-10004451,"Xerox 222","Office Supplies",Paper,3,19.44,0,9.3312,2015-12-13,2015-12-20,"Standard Class",East,"United States",Revere,Massachusetts
CA-2016-106530,CL-12565,"Clay Ludtke",Consumer,OFF-PA-10004451,"Xerox 222","Office Supplies",Paper,2,10.368,0.2,3.6288,2016-05-08,2016-05-08,"Same Day",East,"United States",Cleveland,Ohio
CA-2016-166653,NP-18685,"Nora Pelletier","Home Office",OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13","Office Supplies",Envelopes,2,63.968,0.2,19.99,2016-09-22,2016-09-24,"Second Class",East,"United States",Parma,Ohio
CA-2015-162964,MF-18250,"Monica Federle",Corporate,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13","Office Supplies",Envelopes,7,223.888,0.2,69.965,2015-11-12,2015-11-18,"Standard Class",Central,"United States",Houston,Texas
CA-2015-132570,KT-16480,"Kean Thornton",Consumer,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13","Office Supplies",Envelopes,2,79.96,0,35.982,2015-10-31,2015-11-02,"Second Class",East,"United States",Buffalo,"New York"
CA-2016-133123,KB-16315,"Karl Braun",Consumer,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13","Office Supplies",Envelopes,3,95.952,0.2,29.985,2016-09-06,2016-09-11,"Standard Class",South,"United States",Thomasville,"North Carolina"
CA-2015-105508,JF-15190,"Jamie Frazer",Consumer,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13","Office Supplies",Envelopes,1,39.98,0,17.991,2015-09-24,2015-09-29,"Standard Class",East,"United States","New York City","New York"
CA-2016-131737,GZ-14470,"Gary Zandusky",Consumer,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13","Office Supplies",Envelopes,5,199.9,0,89.955,2016-03-17,2016-03-17,"Same Day",East,"United States",Columbia,Maryland
CA-2017-123372,DG-13300,"Deirdre Greer",Corporate,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13","Office Supplies",Envelopes,2,79.96,0,35.982,2017-11-28,2017-12-02,"Standard Class",East,"United States","New York City","New York"
CA-2016-168354,RH-19510,"Rick Huthwaite","Home Office",FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,4,872.32,0,244.2496,2016-09-19,2016-09-21,"First Class",East,"United States",Providence,"Rhode Island"
CA-2014-101602,MC-18100,"Mick Crebagga",Consumer,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,5,763.28,0.3,-21.808,2014-12-15,2014-12-18,"First Class",Central,"United States","El Paso",Texas
CA-2015-154620,LT-17110,"Liz Thompson",Consumer,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,2,348.928,0.2,34.8928,2015-12-12,2015-12-16,"Standard Class",West,"United States",Lancaster,California
US-2017-137491,LC-16930,"Linda Cazamias",Corporate,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,2,305.312,0.3,-8.7232,2017-11-19,2017-11-25,"Standard Class",Central,"United States","San Angelo",Texas
CA-2017-119494,JE-15610,"Jim Epp",Corporate,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,3,523.392,0.2,52.3392,2017-11-09,2017-11-13,"Standard Class",West,"United States","San Diego",California
CA-2017-155880,JD-16150,"Justin Deggeller",Corporate,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,7,1526.56,0,427.4368,2017-03-25,2017-03-31,"Standard Class",Central,"United States",Milwaukee,Wisconsin
CA-2014-166086,CT-11995,"Carol Triggs",Consumer,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,4,872.32,0,244.2496,2014-05-07,2014-05-12,"Standard Class",East,"United States",Lawrence,Massachusetts
CA-2015-119942,TT-21070,"Ted Trevino",Consumer,OFF-LA-10001569,"Avery 499","Office Supplies",Labels,6,23.904,0.2,7.7688,2015-04-05,2015-04-07,"First Class",East,"United States",Philadelphia,Pennsylvania
CA-2014-129364,TB-21250,"Tim Brockman",Consumer,OFF-LA-10001569,"Avery 499","Office Supplies",Labels,7,27.888,0.2,9.0636,2014-12-08,2014-12-13,"Standard Class",West,"United States",Salem,Oregon
CA-2014-107454,RD-19720,"Roger Demir",Consumer,OFF-LA-10001569,"Avery 499","Office Supplies",Labels,7,34.86,0,16.0356,2014-11-02,2014-11-06,"Standard Class",East,"United States","New York City","New York"
CA-2016-123722,NH-18610,"Nicole Hansen",Corporate,OFF-LA-10001569,"Avery 499","Office Supplies",Labels,4,15.936,0.2,5.1792,2016-09-25,2016-10-01,"Standard Class",Central,"United States",Irving,Texas
CA-2016-164784,HF-14995,"Herbert Flentye",Consumer,OFF-LA-10001569,"Avery 499","Office Supplies",Labels,1,3.984,0.2,1.2948,2016-05-01,2016-05-04,"First Class",South,"United States",Memphis,Tennessee
US-2014-123183,GR-14560,"Georgia Rosenberg",Corporate,OFF-LA-10001569,"Avery 499","Office Supplies",Labels,2,9.96,0,4.5816,2014-11-19,2014-11-25,"Standard Class",East,"United States",Wilmington,Delaware
CA-2014-156433,ES-14020,"Erica Smith",Consumer,OFF-LA-10001569,"Avery 499","Office Supplies",Labels,2,9.96,0,4.5816,2014-09-20,2014-09-26,"Standard Class",West,"United States","San Francisco",California
US-2016-113677,CM-12655,"Corinna Mitchell","Home Office",OFF-LA-10001569,"Avery 499","Office Supplies",Labels,3,14.94,0,6.8724,2016-11-13,2016-11-19,"Standard Class",East,"United States","New York City","New York"
CA-2014-104738,SP-20620,"Stefania Perrino",Corporate,OFF-EN-10004955,"Fashion Color Clasp Envelopes","Office Supplies",Envelopes,3,12.984,0.2,4.7067,2014-12-30,2015-01-01,"Second Class",Central,"United States",Laredo,Texas
CA-2014-129091,RA-19885,"Ruben Ausman",Corporate,OFF-EN-10004955,"Fashion Color Clasp Envelopes","Office Supplies",Envelopes,3,16.23,0,7.9527,2014-11-22,2014-11-27,"Standard Class",South,"United States",Columbus,Georgia
CA-2017-133641,EJ-14155,"Eva Jacobs",Consumer,OFF-EN-10004955,"Fashion Color Clasp Envelopes","Office Supplies",Envelopes,9,48.69,0,23.8581,2017-05-14,2017-05-21,"Standard Class",South,"United States",Gulfport,Mississippi
US-2015-141684,MM-18055,"Michelle Moray",Consumer,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”","Office Supplies",Paper,4,24.96,0,11.232,2015-06-29,2015-07-04,"Standard Class",East,"United States","New York City","New York"
CA-2017-133823,LP-17080,"Liz Pelletier",Consumer,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”","Office Supplies",Paper,6,37.44,0,16.848,2017-05-11,2017-05-12,"Same Day",West,"United States",Seattle,Washington
CA-2017-100426,DC-12850,"Dan Campbell",Consumer,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”","Office Supplies",Paper,2,12.48,0,5.616,2017-06-04,2017-06-08,"Standard Class",South,"United States",Florence,Alabama
CA-2017-104647,CK-12595,"Clytie Kelty",Consumer,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”","Office Supplies",Paper,6,37.44,0,16.848,2017-02-23,2017-03-01,"Standard Class",West,"United States","Los Angeles",California
US-2014-123519,SS-20875,"Sung Shariari",Consumer,TEC-AC-10003033,"Plantronics CS510 - Over-the-Head monaural Wireless Headset System",Technology,Accessories,1,263.96,0.2,42.8935,2014-12-14,2014-12-21,"Standard Class",East,"United States",Marion,Ohio
US-2016-163881,SP-20860,"Sung Pak",Corporate,TEC-AC-10003033,"Plantronics CS510 - Over-the-Head monaural Wireless Headset System",Technology,Accessories,2,659.9,0,217.767,2016-11-24,2016-11-30,"Standard Class",West,"United States","Los Angeles",California
US-2017-169551,RL-19615,"Rob Lucas",Consumer,TEC-AC-10003033,"Plantronics CS510 - Over-the-Head monaural Wireless Headset System",Technology,Accessories,2,527.92,0.2,85.787,2017-07-07,2017-07-09,"First Class",East,"United States",Philadelphia,Pennsylvania
CA-2015-124891,RH-19495,"Rick Hansen",Consumer,TEC-AC-10003033,"Plantronics CS510 - Over-the-Head monaural Wireless Headset System",Technology,Accessories,7,2309.65,0,762.1845,2015-07-31,2015-07-31,"Same Day",East,"United States","New York City","New York"
US-2015-126977,PF-19120,"Peter Fuller",Consumer,TEC-AC-10003033,"Plantronics CS510 - Over-the-Head monaural Wireless Headset System",Technology,Accessories,2,659.9,0,217.767,2015-09-17,2015-09-23,"Standard Class",East,"United States","New York City","New York"
CA-2017-152933,MG-17650,"Matthew Grinstein","Home Office",TEC-AC-10003033,"Plantronics CS510 - Over-the-Head monaural Wireless Headset System",Technology,Accessories,3,791.88,0.2,128.6805,2017-10-12,2017-10-16,"Standard Class",Central,"United States",Dallas,Texas
CA-2017-127397,ES-14080,"Erin Smith",Corporate,TEC-AC-10003033,"Plantronics CS510 - Over-the-Head monaural Wireless Headset System",Technology,Accessories,5,1319.8,0.2,214.4675,2017-02-24,2017-02-28,"Standard Class",East,"United States",Philadelphia,Pennsylvania
CA-2014-158372,RD-19900,"Ruben Dartt",Consumer,TEC-AC-10004209,"Memorex Froggy Flash Drive 4 GB",Technology,Accessories,1,10.99,0,4.2861,2014-11-10,2014-11-16,"Standard Class",West,"United States","San Diego",California
CA-2016-166282,PK-19075,"Pete Kriz",Consumer,TEC-AC-10004209,"Memorex Froggy Flash Drive 4 GB",Technology,Accessories,4,35.168,0.2,8.3524,2016-04-16,2016-04-22,"Standard Class",South,"United States",Nashville,Tennessee
CA-2014-163293,KC-16255,"Karen Carlisle",Corporate,TEC-AC-10004209,"Memorex Froggy Flash Drive 4 GB",Technology,Accessories,3,32.97,0,12.8583,2014-09-08,2014-09-11,"First Class",South,"United States",Macon,Georgia
CA-2016-155138,JM-15580,"Jill Matthias",Consumer,TEC-AC-10004209,"Memorex Froggy Flash Drive 4 GB",Technology,Accessories,4,35.168,0.2,8.3524,2016-09-08,2016-09-12,"Standard Class",South,"United States",Monroe,"North Carolina"
CA-2015-128993,CC-12670,"Craig Carreira",Consumer,TEC-AC-10004209,"Memorex Froggy Flash Drive 4 GB",Technology,Accessories,2,21.98,0,8.5722,2015-09-12,2015-09-17,"Second Class",West,"United States",Seattle,Washington
CA-2016-154711,TB-21355,"Todd Boyes",Corporate,OFF-AR-10001860,"BIC Liqua Brite Liner","Office Supplies",Art,3,20.82,0,7.4952,2016-11-22,2016-11-26,"Standard Class",East,"United States","New York City","New York"
CA-2017-123701,PG-18820,"Patrick Gardner",Consumer,OFF-AR-10001860,"BIC Liqua Brite Liner","Office Supplies",Art,4,27.76,0,9.9936,2017-11-24,2017-11-27,"First Class",West,"United States","San Francisco",California
US-2017-158946,JW-15220,"Jane Waco",Corporate,OFF-AR-10001860,"BIC Liqua Brite Liner","Office Supplies",Art,7,38.864,0.2,7.7728,2017-11-18,2017-11-23,"Standard Class",East,"United States",Lakewood,Ohio
CA-2016-138583,DP-13390,"Dennis Pardue","Home Office",OFF-AR-10001860,"BIC Liqua Brite Liner","Office Supplies",Art,3,16.656,0.2,3.3312,2016-05-24,2016-05-28,"Standard Class",East,"United States",Philadelphia,Pennsylvania
CA-2017-109960,DB-13210,"Dean Braden",Consumer,OFF-AR-10001860,"BIC Liqua Brite Liner","Office Supplies",Art,5,34.7,0,12.492,2017-12-09,2017-12-11,"Second Class",Central,"United States",Detroit,Michigan
CA-2016-101161,BW-11110,"Bart Watters",Corporate,OFF-AR-10001860,"BIC Liqua Brite Liner","Office Supplies",Art,5,34.7,0,12.492,2016-10-13,2016-10-20,"Standard Class",East,"United States","New York City","New York"
CA-2014-126193,SS-20410,"Shahid Shariari",Consumer,OFF-BI-10004632,"GBC Binding covers","Office Supplies",Binders,5,304.99,0.8,-533.7325,2014-09-07,2014-09-14,"Standard Class",Central,"United States",Oswego,Illinois
CA-2017-141929,RA-19285,"Ralph Arnett",Consumer,OFF-BI-10004632,"GBC Binding covers","Office Supplies",Binders,2,487.984,0.2,152.495,2017-09-04,2017-09-08,"Standard Class",West,"United States","Los Angeles",California
CA-2016-153269,PS-18760,"Pamela Stobb",Consumer,OFF-BI-10004632,"GBC Binding covers","Office Supplies",Binders,4,51.8,0,23.31,2016-03-09,2016-03-12,"First Class",East,"United States",Andover,Massachusetts
CA-2014-167199,ME-17320,"Maria Etezadi","Home Office",OFF-BI-10004632,"GBC Binding covers","Office Supplies",Binders,2,609.98,0,274.491,2014-01-06,2014-01-10,"Standard Class",South,"United States",Henderson,Kentucky
CA-2014-156594,MC-17845,"Michael Chen",Consumer,OFF-BI-10004632,"GBC Binding covers","Office Supplies",Binders,2,487.984,0.2,152.495,2014-12-20,2014-12-23,"Second Class",West,"United States","Los Angeles",California
US-2017-151316,MC-17635,"Matthew Clasen",Corporate,OFF-BI-10004632,"GBC Binding covers","Office Supplies",Binders,3,182.994,0.8,-320.2395,2017-06-24,2017-06-30,"Standard Class",Central,"United States",Decatur,Illinois
CA-2015-109197,JO-15280,"Jas O'Carroll",Consumer,OFF-BI-10004632,"GBC Binding covers","Office Supplies",Binders,2,487.984,0.2,152.495,2015-12-31,2016-01-04,"Standard Class",West,"United States",Missoula,Montana
CA-2017-115427,EB-13975,"Erica Bern",Corporate,OFF-BI-10004632,"GBC Binding covers","Office Supplies",Binders,2,20.72,0.2,6.475,2017-12-30,2018-01-03,"Standard Class",West,"United States",Fairfield,California
US-2017-119438,CD-11980,"Carol Darley",Consumer,OFF-BI-10004632,"GBC Binding covers","Office Supplies",Binders,3,182.994,0.8,-320.2395,2017-03-18,2017-03-23,"Standard Class",Central,"United States",Tyler,Texas
CA-2017-131282,CB-12025,"Cassandra Brandow",Consumer,OFF-BI-10004632,"GBC Binding covers","Office Supplies",Binders,4,243.992,0.8,-426.986,2017-02-05,2017-02-08,"Second Class",Central,"United States",Waco,Texas
CA-2017-154760,BP-11290,"Beth Paige",Consumer,OFF-BI-10004632,"GBC Binding covers","Office Supplies",Binders,3,274.491,0.7,-228.7425,2017-01-09,2017-01-13,"Standard Class",East,"United States",Philadelphia,Pennsylvania
